Taxon,Region,FirstRecord
Adoryphorus couloni,Asia and the Pacific,1963
Adoxa moschatellina,Europe and Central Asia,1863
Adraneothrips tibialis,Americas,1989
Aedes aegypti,Americas,1986
Aedes aegypti,Asia and the Pacific,1924
Aedes albopictus,Africa,1991
Aedes albopictus,Americas,1902
Aedes albopictus,Asia and the Pacific,1988
Aedes albopictus,Europe and Central Asia,1979
Aedes atropalpus,Europe and Central Asia,1996
Aedes australis,Asia and the Pacific,1961
Aedes bahamensis,Americas,1986
Aedes japonicus,Americas,2000
Aedes japonicus,Europe and Central Asia,2000
Aedes notoscriptus,Asia and the Pacific,1918
Aedes subdiversus,Europe and Central Asia,1987
Aedes triceriatus,Europe and Central Asia,1754
Aedes vexans,Americas,1962
Aegilops comosa,Americas,1997
Aegilops cylindrica,Americas,1926
Aegilops cylindrica,Asia and the Pacific,1993
Aegilops cylindrica,Europe and Central Asia,1854
Aegilops geniculata,Europe and Central Asia,1854
Aegilops neglecta,Americas,2010
Aegilops speltoides,Europe and Central Asia,1905
Aegilops squarrosa,Asia and the Pacific,1950
Aegilops triuncialis,Americas,1928
Aegilops triuncialis,Europe and Central Asia,1835
Aegilotriticum sancti-andreae,Americas,1979
Aegle marmelos,Asia and the Pacific,1996
Aegonychon purpurocaeruleum,Asia and the Pacific,1956
Aegopodium podagraria,Americas,1874
Aegopodium podagraria,Asia and the Pacific,1947
Aegopodium podagraria,Europe and Central Asia,1578
Aegus acuminatus,Asia and the Pacific,2004
Aenasius flandersi,Europe and Central Asia,1999
Aeolidiella sanguinea,Europe and Central Asia,1995
Aeolothrips fasciatus,Asia and the Pacific,1930
Aeolothrips melaleucus,Asia and the Pacific,1978
Aeonium arboreum,Asia and the Pacific,1954
Aeonium arboreum,Europe and Central Asia,1820
Aeonium arboreum arboreum,Americas,1991
Aeonium aureum,Americas,2004
Aeonium cuneatum,Europe and Central Asia,1963
Aeonium decorum,Europe and Central Asia,2005
Aeonium glutinosum,Europe and Central Asia,2001
Aeonium haworthii,Americas,1986
Aeonium haworthii,Asia and the Pacific,1954
Aeonium haworthii,Europe and Central Asia,1994
Aeonium undulatum,Asia and the Pacific,1986
Aeonium urbicum,Asia and the Pacific,1987
Aeonium velutinum,Asia and the Pacific,1954
Aepyceros melampus,Africa,1963
Aequorea macrodactyla,Europe and Central Asia,2013
Aerenea quadriplagiata,Americas,1975
Aerenicopsis championi,Asia and the Pacific,1995
Aerococcus viridans,Europe and Central Asia,1961
Aerodramus bartschi,Americas,1946
Aerodramus vanikorensis,Americas,1962
Aeromonas salmonicida,Americas,1902
Aeromonas salmonicida,Europe and Central Asia,1951
Aerva javanica,Asia and the Pacific,1940
Aeschynanthus boschianus,Asia and the Pacific,1843
Aeschynanthus longiflorus,Asia and the Pacific,1843
Aeschynanthus marmorata,Asia and the Pacific,1843
Aeschynanthus parasitica,Asia and the Pacific,1843
Aeschynanthus pulchra,Asia and the Pacific,1843
Aeschynomene americana,Africa,1995
Aeschynomene americana,Asia and the Pacific,1961
Aeschynomene americana,Europe and Central Asia,1999
Aeschynomene aspera,Asia and the Pacific,1977
Aeschynomene brasiliana,Asia and the Pacific,1996
Aeschynomene fluitans,Americas,2007
Aeschynomene histrix,Asia and the Pacific,1996
Aeschynomene indica,Americas,1886
Aeschynomene indica,Europe and Central Asia,1946
Aeschynomene paniculata,Asia and the Pacific,2001
Aeschynomene villosa,Asia and the Pacific,1933
Aesculus carnea,Asia and the Pacific,1843
Aesculus carnea,Europe and Central Asia,1955
Aesculus flava,Asia and the Pacific,1888
Aesculus flava,Europe and Central Asia,1813
Aesculus hippocastanum,Americas,1894
Aesculus hippocastanum,Asia and the Pacific,1843
Aesculus hippocastanum,Europe and Central Asia,1557
Aesculus indica,Asia and the Pacific,1940
Aesculus indica,Europe and Central Asia,1989
Aesculus parviflora,Europe and Central Asia,2011
Aesculus pavia,Europe and Central Asia,1959
Aetea anguina,Americas,1997
Aetea anguina,Asia and the Pacific,1887
Aetea anguina,Europe and Central Asia,2003
Aetea ligulata,Europe and Central Asia,2003
Aetea longicollis,Europe and Central Asia,2003
Aetea sica,Europe and Central Asia,2003
Aetea truncata,Americas,1935
Aetea truncata,Europe and Central Asia,2003
Aetheorrhiza bulbosa,Europe and Central Asia,1968
Aethes rutilana,Americas,1878
Aethina tumida,Americas,1996
Aethina tumida,Europe and Central Asia,2014
Aethusa cynapium,Americas,1911
Aethusa cynapium,Europe and Central Asia,1600
Afrocardium richardi,Europe and Central Asia,1997
Afrocarpus falcatus,Asia and the Pacific,1997
Afropinnotheres monodi,Europe and Central Asia,1995
Agama agama,Africa,1998
Agama agama,Americas,1976
Agamyxis pectinifrons,Americas,2008
Aganaspis daci,Europe and Central Asia,1970
Agapanthus africanus,Asia and the Pacific,2006
Agapanthus praecox,Asia and the Pacific,1952
Agapanthus praecox,Europe and Central Asia,1914
Agapeta zoegana,Americas,1983
Agapornis canus,Africa,1725
Agapornis fischeri,Africa,1959
Agapornis fischeri,Americas,1984
Agapornis fischeri,Asia and the Pacific,1980
Agapornis fischeri,Europe and Central Asia,2003
Agapornis lilianae,Africa,1981
Agapornis lilianae,Europe and Central Asia,2003
Agapornis nigrigenis,Europe and Central Asia,2006
Agapornis personatus,Africa,1959
Agapornis personatus,Americas,1986
Agapornis personatus,Europe and Central Asia,1990
Agapornis pullarius,Europe and Central Asia,2002
Agapornis roseicollis,Africa,1975
Agapornis roseicollis,Americas,1973
Agapornis roseicollis,Asia and the Pacific,1960
Agapornis roseicollis,Europe and Central Asia,1993
Agardhiella subulata,Europe and Central Asia,1973
Agaricus bisporus,Europe and Central Asia,1949
Agaricus bitorquis,Europe and Central Asia,1960
Agaricus bohusii,Europe and Central Asia,1922
Agaricus moelleri,Asia and the Pacific,2013
Agaricus moelleri,Europe and Central Asia,1995
Agaricus subperonatus,Europe and Central Asia,1925
Agaricus xanthodermus,Europe and Central Asia,1900
Agasicles hygrophila,Asia and the Pacific,1977
Agassiziella angulipennis,Europe and Central Asia,1977
Agastache foeniculum,Americas,1923
Agastache rugosa,Europe and Central Asia,1959
Agastache urticifolia,Europe and Central Asia,1985
Agathis australis,Asia and the Pacific,1843
Agathis pumila,Americas,1936
Agathis robusta,Americas,1960
Agathis robusta,Asia and the Pacific,1862
Agathis stigmatera,Africa,1950
Agathis stigmatera,Americas,1944
Agathodes designalis,Americas,1989
Agathosma apiculata,Asia and the Pacific,1912
Agathosma corymbosa,Asia and the Pacific,1968
Agathosma pulchella,Asia and the Pacific,1938
Agave americana,Africa,1858
Agave americana,Americas,1985
Agave americana,Asia and the Pacific,1843
Agave americana,Europe and Central Asia,1561
Agave angustifolia,Americas,2002
Agave atrovirens,Europe and Central Asia,1975
Agave attenuata,Americas,2004
Agave attenuata,Europe and Central Asia,1868
Agave fourcroydes,Asia and the Pacific,1910
Agave fourcroydes,Europe and Central Asia,1996
Agave palmeri,Asia and the Pacific,1888
Agave polianthes,Asia and the Pacific,2014
Agave salmiana,Europe and Central Asia,1992
Agave sisalana,Africa,1929
Agave sisalana,Americas,1826
Agave sisalana,Asia and the Pacific,1890
Agave sisalana,Europe and Central Asia,1940
Agave vera-cruz,Asia and the Pacific,1979
Agave vivipara,Americas,1925
Agave vivipara,Asia and the Pacific,1900
Agdestis clematidea,Americas,1923
Ageniaspis citricola,Americas,1995
Ageniaspis citricola,Europe and Central Asia,1966
Ageniaspis fuscicollis,Americas,1988
Agenodesmus nullus,Americas,1985
Ageratina adenophora,Africa,1945
Ageratina adenophora,Americas,1878
Ageratina adenophora,Asia and the Pacific,1906
Ageratina adenophora,Europe and Central Asia,1842
Ageratina altissima,Asia and the Pacific,1978
Ageratina altissima,Europe and Central Asia,1772
Ageratina ligustrina,Asia and the Pacific,1997
Ageratina riparia,Africa,1980
Ageratina riparia,Americas,1925
Ageratina riparia,Asia and the Pacific,1901
Ageratina riparia,Europe and Central Asia,1941
Ageratum conyzoides,Africa,1894
Ageratum conyzoides,Americas,1825
Ageratum conyzoides,Asia and the Pacific,1800
Ageratum conyzoides,Europe and Central Asia,1868
Ageratum houstonianum,Africa,1858
Ageratum houstonianum,Americas,1909
Ageratum houstonianum,Asia and the Pacific,1860
Ageratum houstonianum,Europe and Central Asia,1868
Aglaonema commutatum,Americas,1984
Aglaonema commutatum,Asia and the Pacific,1984
Aglaothamnion cordatum,Europe and Central Asia,2007
Aglaothamnion feldmanniae,Europe and Central Asia,1975
Aglaothamnion halliae,Europe and Central Asia,1960
Aglenus brunneus,Europe and Central Asia,2005
Aglossa caprealis,Asia and the Pacific,1935
Aglossa caprealis,Europe and Central Asia,1963
Aglyptinus agathidiodes,Europe and Central Asia,1912
Agonis flexuosa,Asia and the Pacific,1888
Agonopterix alstroemeriana,Americas,1992
Agonopterix alstroemeriana,Asia and the Pacific,1986
Agonopterix nervosa,Americas,1923
Agonopterix ulicetella,Americas,1988
Agonopterix ulicetella,Asia and the Pacific,1990
Agonopterix umbellana,Americas,1997
Agonoscelis puberula,Americas,1990
Agonum muelleri,Americas,2006
Agraptocorixa hirtifrons,Asia and the Pacific,2008
Agrilus cuprescens,Americas,1923
Agrilus cyanescens,Americas,1920
Agrilus hyperici,Asia and the Pacific,1939
Agrilus mali,Asia and the Pacific,1934
Agrilus planipennis,Americas,2002
Agrilus planipennis,Europe and Central Asia,1750
Agrilus prionurus,Americas,2003
Agrilus smaragdifrons,Americas,2015
Agrilus subrobustus,Americas,2006
Agrilus sulcicollis,Americas,1995
Agrimonia eupatoria,Americas,1743
Agrimonia eupatoria,Asia and the Pacific,1899
Agrimonia eupatoria,Europe and Central Asia,1838
Agriosphodrus dohrni,Asia and the Pacific,1936
Agrochola lota,Americas,1975
Agrocybe cylindrica,Europe and Central Asia,1957
Agrocybe praecox,Americas,1975
Agrocybe praecox,Asia and the Pacific,1969
Agrocybe praecox,Europe and Central Asia,2015
Agrocybe praecox praecox,Americas,1988
Agrocybe putaminum,Americas,2007
Agrocybe putaminum,Asia and the Pacific,2000
Agrocybe putaminum,Europe and Central Asia,2001
Agrocybe rivulosa,Europe and Central Asia,2015
Agrocybe tabacina,Europe and Central Asia,1989
Agromyza frontella,Americas,1968
Agropogon,Europe and Central Asia,1942
Agropogon lutosus,Africa,1985
Agropogon lutosus,Americas,1919
Agropogon lutosus,Asia and the Pacific,1880
Agropsar sturninus,Europe and Central Asia,1985
Agropyron cristatum,Americas,1917
Agropyron cristatum,Europe and Central Asia,1823
Agropyron dasyanthum,Europe and Central Asia,1962
Agropyron desertorum,Americas,1936
Agropyron desertorum,Asia and the Pacific,1980
Agropyron desertorum,Europe and Central Asia,1965
Agropyron fragile,Americas,2008
Agrostemma brachyloba,Europe and Central Asia,1982
Agrostemma githago,Americas,1861
Agrostemma githago,Asia and the Pacific,1800
Agrostemma githago,Europe and Central Asia,400
Agrostemma githago var. githago,Americas,1955
Agrostis canina,Africa,1984
Agrostis canina,Americas,1914
Agrostis canina,Asia and the Pacific,1901
Agrostis capillaris,Africa,1984
Agrostis capillaris,Americas,1747
Agrostis capillaris,Asia and the Pacific,1867
Agrostis castellana,Americas,1921
Agrostis castellana,Asia and the Pacific,1931
Agrostis castellana,Europe and Central Asia,1838
Agrostis exarata,Americas,1960
Agrostis exarata,Europe and Central Asia,1891
Agrostis fouilladeana,Europe and Central Asia,1975
Agrostis gigantea,Africa,1996
Agrostis gigantea,Americas,1881
Agrostis gigantea,Asia and the Pacific,1883
Agrostis gigantea,Europe and Central Asia,1796
Agrostis humilis,Americas,1941
Agrostis hyemalis,Europe and Central Asia,1913
Agrostis idahoensis,Americas,1950
Agrostis ipsilon,Americas,1996
Agrostis mertensii,Americas,1939
Agrostis oregonensis,Americas,1957
Agrostis pallens,Americas,1971
Agrostis sanionis,Europe and Central Asia,1973
Agrostis scabra,Americas,1903
Agrostis scabra,Europe and Central Asia,1896
Agrostis stolonifera,Africa,1968
Agrostis stolonifera,Americas,1860
Agrostis stolonifera,Asia and the Pacific,1874
Agrostis stolonifera,Europe and Central Asia,1899
Agrostis tandilensis,Americas,1902
Agrostis tenuis,Americas,1945
Agrostis variabilis,Americas,2007
Agrostis x bjoerkmanii,Europe and Central Asia,1855
Agrotis subterranea,Americas,2006
Agrypnus variabilis,Asia and the Pacific,1870
Agrypon flaveolatum,Americas,1956
Aguriahana stellulata,Americas,1920
Ahasverus advena,Asia and the Pacific,1924
Ahasverus advena,Europe and Central Asia,1857
Ahasverus excisus,Americas,1991
Ahnfeltiopsis flabelliformis,Europe and Central Asia,1994
Ahnfeltiopsis furcellata,Europe and Central Asia,1996
Aichryson laxum,Europe and Central Asia,1909
Aidanosagitta neglecta,Africa,1964
Ailanthus altissima,Africa,1834
Ailanthus altissima,Americas,1902
Ailanthus altissima,Asia and the Pacific,19
Ailanthus altissima,Europe and Central Asia,1760
Ailanthus excelsa,Asia and the Pacific,1860
Aira caryophyllea,Americas,1854
Aira caryophyllea,Asia and the Pacific,1869
Aira caryophyllea,Europe and Central Asia,1898
Aira cupaniana,Asia and the Pacific,1881
Aira elegans,Americas,1913
Aira elegans,Asia and the Pacific,1895
Aira elegans,Europe and Central Asia,1852
Aira praecox,Africa,1995
Aira praecox,Americas,1799
Aira praecox,Asia and the Pacific,1877
Aira provincialis,Asia and the Pacific,1947
Aisomeridium polypori,Europe and Central Asia,1990
Aix galericulata,Africa,1970
Aix galericulata,Americas,1965
Aix galericulata,Asia and the Pacific,1860
Aix galericulata,Europe and Central Asia,1600
Aix sponsa,Europe and Central Asia,1853
Aizoanthemopsis hispanica,Europe and Central Asia,1864
Aizoon pubescens,Americas,2001
Aizoon pubescens,Asia and the Pacific,1901
Ajuga chamaepitys,Europe and Central Asia,1551
Ajuga decumbens,Asia and the Pacific,1975
Ajuga genevensis,Americas,1954
Ajuga genevensis,Europe and Central Asia,1839
Ajuga reptans,Americas,1884
Ajuga reptans,Asia and the Pacific,1953
Akanthomyces tuberculatus,Europe and Central Asia,1999
Akashiwo sanguinea,Europe and Central Asia,1983
Akatopora leucocypha,Asia and the Pacific,1999
Akebia quinata,Asia and the Pacific,1906
Akebia quinata,Europe and Central Asia,1836
Akkaia taiwana,Asia and the Pacific,1972
Alagoasa parana,Asia and the Pacific,1981
Alamella mira,Asia and the Pacific,1981
Alauda arvensis,Africa,1715
Alauda arvensis,Americas,1846
Alauda arvensis,Asia and the Pacific,1850
Albizia adianthifolia,Americas,2011
Albizia carbonaria,Americas,1924
Albizia julibrissin,Africa,1990
Albizia julibrissin,Americas,1745
Albizia julibrissin,Asia and the Pacific,1939
Albizia julibrissin,Europe and Central Asia,1745
Albizia lebbeck,Africa,1767
Albizia lebbeck,Americas,1865
Albizia lebbeck,Asia and the Pacific,1820
Albizia niopoides,Africa,1989
Albizia procera,Africa,1885
Albizia procera,Americas,1924
Albuca bracteata,Asia and the Pacific,1929
Albuca nelsonii,Asia and the Pacific,2005
Alburnus alburnus,Europe and Central Asia,1972
Alburnus chalcoides,Asia and the Pacific,2001
Alcaeorrhyncus grandis,Americas,1934
Alcea biennis,Asia and the Pacific,2014
Alcea ficifolia,Europe and Central Asia,1945
Alcea rosea,Americas,1923
Alcea rosea,Asia and the Pacific,1899
Alcea rosea,Europe and Central Asia,1880
Alcea rugosa,Europe and Central Asia,1940
Alcea setosa,Europe and Central Asia,1872
Alces alces,Americas,1878
Alces alces,Europe and Central Asia,1954
Alces americanus,Asia and the Pacific,1900
Alces machlis,Asia and the Pacific,1900
Alchemilla baltica,Europe and Central Asia,1992
Alchemilla conjuncta,Europe and Central Asia,1812
Alchemilla cymatophylla,Europe and Central Asia,1938
Alchemilla filicaulis,Americas,1967
Alchemilla glabra,Americas,1898
Alchemilla glaucescens,Americas,1945
Alchemilla gracilis,Asia and the Pacific,1976
Alchemilla heptagona,Europe and Central Asia,1938
Alchemilla mollis,Americas,2006
Alchemilla mollis,Europe and Central Asia,1938
Alchemilla monticola,Americas,1898
Alchemilla plicata,Europe and Central Asia,1906
Alchemilla propinqua,Europe and Central Asia,1938
Alchemilla sarmatica,Europe and Central Asia,1939
Alchemilla semilunaris,Europe and Central Asia,1999
Alchemilla speciosa,Europe and Central Asia,1893
Alchemilla subcrenata,Americas,1961
Alchemilla subcrenata,Europe and Central Asia,1957
Alchemilla subglobosa,Europe and Central Asia,1927
Alchemilla tytthantha,Europe and Central Asia,1876
Alchemilla venosa,Europe and Central Asia,1963
Alchemilla xanthochlora,Americas,1968
Alchemilla xanthochlora,Asia and the Pacific,1896
Alcippe morrisonia,Asia and the Pacific,1984
Alcyonium digitatum,Europe and Central Asia,1990
Aldabrachelys gigantea,Africa,1807
Aleaeorrhynehus grandis,Americas,1934
Alectoris barbara,Americas,1958
Alectoris barbara,Asia and the Pacific,1868
Alectoris barbara,Europe and Central Asia,1450
Alectoris chukar,Africa,1531
Alectoris chukar,Americas,1893
Alectoris chukar,Asia and the Pacific,1550
Alectoris chukar,Europe and Central Asia,1850
Alectoris graeca,Africa,1966
Alectoris graeca,Americas,1960
Alectoris graeca,Asia and the Pacific,1897
Alectoris graeca,Europe and Central Asia,1680
Alectoris rufa,Africa,1800
Alectoris rufa,Americas,1896
Alectoris rufa,Asia and the Pacific,1860
Alectoris rufa,Europe and Central Asia,1424
Alectryon connatum,Asia and the Pacific,1998
Alectryon excelsus,Asia and the Pacific,1888
Alectura lathami,Asia and the Pacific,1869
Aleochara puberula,Asia and the Pacific,1959
Alepes djedaba,Africa,1992
Alepes djedaba,Asia and the Pacific,1925
Alepes djedaba,Europe and Central Asia,1924
Aleurites moluccanus,Africa,1870
Aleurites moluccanus,Americas,1000
Aleurites moluccanus,Asia and the Pacific,1836
