Taxon,Region,FirstRecord
Pinus uncinata,Europe and Central Asia,1860
Pipa parva,Americas,1990
Piscicola geometra,Europe and Central Asia,1930
Pisidium amnicum,Americas,1897
Pistia stratiotes,Africa,1894
Pistia stratiotes,Asia and the Pacific,1593
Pittosporum undulatum,Africa,1858
Pittosporum undulatum,Americas,1906
Pittosporum undulatum,Asia and the Pacific,1970
Pittosporum undulatum,Europe and Central Asia,1971
Pityrogramma calomelanos,Americas,2008
Plagiodera versicolora,Americas,1915
Planiliza haematocheila,Europe and Central Asia,1989
Planococcus ficus,Americas,1990
Planorbella duryi,Europe and Central Asia,1974
Plantago coronopus,Asia and the Pacific,1872
Plantago lanceolata,Americas,1743
Plantago lanceolata,Asia and the Pacific,1922
Plantago lanceolata,Europe and Central Asia,1940
Plantago major,Americas,1849
Plantago virginica,Asia and the Pacific,1951
Platorchestia platensis,Europe and Central Asia,1937
Platydemus manokwari,Asia and the Pacific,1990
Plecoglossus altivelis,Asia and the Pacific,1992
Plecostachys serpyllifolia,Americas,1997
Plectranthus barbatus,Africa,1947
Plectranthus barbatus,Asia and the Pacific,1986
Plectranthus ciliatus,Asia and the Pacific,1950
Plectranthus ecklonii,Asia and the Pacific,1974
Plestiodon japonicus,Asia and the Pacific,2003
Plodia interpunctella,Europe and Central Asia,1926
Pluchea sagittalis,Asia and the Pacific,2008
Poa annua,Americas,1762
Poa compressa,Americas,1786
Poa pratensis,Americas,1926
Poa trivialis,Americas,1813
Podalyria sericea,Asia and the Pacific,1922
Podarcis muralis,Europe and Central Asia,1932
Podarcis siculus,Europe and Central Asia,1998
Podosphaera spiraeae,Europe and Central Asia,1947
Poecilia reticulata,Americas,1940
Poecilia reticulata,Asia and the Pacific,1908
Poecilia sphenops,Americas,1971
Polistes chinensis,Asia and the Pacific,1979
Polistes humilis,Asia and the Pacific,1896
Polyandrocarpa zorritensis,Europe and Central Asia,1974
Polycarpon tetraphyllum,Americas,1880
Polydora cornuta,Europe and Central Asia,1962
Polydora hoplura,Africa,1947
Polydrusus formosus,Americas,1934
Polydrusus formosus,Europe and Central Asia,1868
Polygala myrtifolia,Asia and the Pacific,1869
Polygonum aviculare,Americas,1878
Polygonum hydropiperoides,Americas,1851
Polygonum orientale,Americas,1935
Polygonum polycnemoides,Americas,1997
Polygraphus proximus,Europe and Central Asia,1999
Polypedates leucomystax,Asia and the Pacific,1964
Polypogon monspeliensis,Americas,1860
Polypogon viridis,Americas,1861
Pomacea canaliculata,Americas,1991
Pomacea canaliculata,Asia and the Pacific,1981
Pomacea maculata,Asia and the Pacific,1981
Pomoxis annularis,Americas,1954
Pomoxis nigromaculatus,Americas,1986
Pontastacus leptodactylus,Europe and Central Asia,1973
Pontederia cordata,Africa,1945
Ponticola kessleri,Europe and Central Asia,1986
Pontogammarus maeoticus,Europe and Central Asia,1955
Pontogammarus robustoides,Europe and Central Asia,1950
Popillia japonica,Americas,1916
Populus alba,Africa,1858
Populus alba,Americas,1893
Populus alba,Asia and the Pacific,1903
Populus alba,Europe and Central Asia,1749
Populus balsamifera,Europe and Central Asia,1862
Populus canadensis,Europe and Central Asia,1852
Populus canescens,Africa,1874
Populus deltoides,Africa,1878
Populus nigra,Americas,1790
Populus tremula,Americas,1837
Portulaca oleracea,Americas,1876
Portulaca oleracea,Asia and the Pacific,1845
Portulaca pilosa,Asia and the Pacific,1929
Portunus pelagicus,Asia and the Pacific,1930
Potamogeton crispus,Americas,1813
Potamogeton crispus,Asia and the Pacific,1940
Potamopyrgus antipodarum,Asia and the Pacific,1990
Potamopyrgus antipodarum,Europe and Central Asia,1852
Potamotrygon falkneri,Americas,1982
Potamotrygon motoro,Americas,1982
Potentilla indica,Americas,1887
Potentilla indica,Europe and Central Asia,1797
Potentilla norvegica,Europe and Central Asia,1830
Potentilla recta,Americas,1902
Potentilla reptans,Americas,1922
Praxelis clematidea,Asia and the Pacific,1980
Prionospio krusadensis,Europe and Central Asia,2005
Prionospio saccifera,Europe and Central Asia,1995
Pristiphora erichsonii,Americas,1880
Pristiphora geniculata,Americas,1926
Procambarus acutus,Europe and Central Asia,2002
Procambarus clarkii,Africa,1966
Procambarus clarkii,Asia and the Pacific,1927
Procambarus clarkii,Europe and Central Asia,1973
Procambarus virginalis,Africa,2003
Procambarus virginalis,Europe and Central Asia,2003
Procyon lotor,Americas,1784
Procyon lotor,Asia and the Pacific,1962
Procyon lotor,Europe and Central Asia,1927
Prodiplosis violicola,Europe and Central Asia,2004
Profenusa thomsoni,Americas,1948
Prorocentrum cordatum,Europe and Central Asia,1948
Prosopis glandulosa,Africa,1900
Prosopis glandulosa,Asia and the Pacific,1935
Prosopis juliflora,Africa,1900
Prosopis juliflora,Asia and the Pacific,1846
Prosopis juliflora,Europe and Central Asia,1972
Prosopis pallida,Asia and the Pacific,1954
Prosopis velutina,Africa,1914
Prosopis velutina,Asia and the Pacific,1899
Prostephanus truncatus,Africa,1983
Protaetia pryeri,Asia and the Pacific,1985
Proterorhinus marmoratus,Europe and Central Asia,2008
Proterorhinus semilunaris,Europe and Central Asia,1985
Protobothrops elegans,Asia and the Pacific,1976
Protobothrops mucrosquamatus,Asia and the Pacific,1973
Prunus avium,Americas,1634
Prunus avium,Asia and the Pacific,1871
Prunus campanulata,Asia and the Pacific,1987
Prunus cerasifera,Americas,1929
Prunus cerasifera,Asia and the Pacific,1953
Prunus cerasifera,Europe and Central Asia,1955
Prunus cerasoides,Africa,1950
Prunus cerasus,Americas,2000
Prunus domestica,Americas,1932
Prunus domestica,Asia and the Pacific,1922
Prunus laurocerasus,Americas,1933
Prunus laurocerasus,Asia and the Pacific,1948
Prunus laurocerasus,Europe and Central Asia,1563
Prunus lusitanica,Americas,2003
Prunus lusitanica,Europe and Central Asia,1927
Prunus mahaleb,Americas,1954
Prunus padus,Americas,1838
Prunus persica,Asia and the Pacific,1868
Prunus serotina,Europe and Central Asia,1700
Prunus serrulata,Asia and the Pacific,1978
Prunus spinosa,Americas,1748
Pseudelephantopus spicatus,Asia and the Pacific,1932
Pseudeurostus hilleri,Americas,1921
Pseudochattonella verruculosa,Europe and Central Asia,1998
Pseudodactylogyrus anguillae,Europe and Central Asia,1985
Pseudodactylogyrus bini,Europe and Central Asia,1919
Pseudonereis anomala,Europe and Central Asia,1969
Pseudoperonospora cubensis,Europe and Central Asia,1985
Pseudopolydora paucibranchiata,Europe and Central Asia,1997
Pseudorasbora parva,Asia and the Pacific,1984
Pseudorasbora parva,Europe and Central Asia,1960
Pseudosasa japonica,Asia and the Pacific,1968
Pseudosasa japonica,Europe and Central Asia,1955
Pseudosuccinea columella,Europe and Central Asia,1972
Pseudotsuga menziesii,Asia and the Pacific,1925
Psidium cattleianum,Africa,1822
Psidium cattleianum,Americas,1825
Psidium cattleianum,Asia and the Pacific,1956
Psidium guajava,Africa,1700
Psidium guajava,Americas,1535
Psidium guajava,Asia and the Pacific,1964
Psittacula alexandri,Asia and the Pacific,1981
Psittacula eupatria,Asia and the Pacific,1981
Psittacula eupatria,Europe and Central Asia,2008
Psittacula krameri,Africa,1886
Psittacula krameri,Americas,1985
Psittacula krameri,Asia and the Pacific,1949
Psittacula krameri,Europe and Central Asia,1854
Psoralea pinnata,Asia and the Pacific,1869
Pteridium aquilinum,Americas,1847
Pteris cretica,Americas,1962
Pteris cretica,Asia and the Pacific,1881
Pteris vittata,Americas,1943
Pterois miles,Europe and Central Asia,1991
Pterois volitans,Americas,1996
Pterygoplichthys disjunctivus,Americas,1995
Pterygoplichthys disjunctivus,Asia and the Pacific,1995
Pterygoplichthys multiradiatus,Americas,2007
Pterygoplichthys pardalis,Americas,2009
Pterygoplichthys pardalis,Asia and the Pacific,1992
Ptilinus pectinicornis,Americas,1960
Ptilohyale littoralis,Europe and Central Asia,2009
Ptinus bicinctus,Americas,1937
Pueraria montana,Africa,1946
Pulvinaria hydrangeae,Europe and Central Asia,1988
Pulvinaria regalis,Europe and Central Asia,1964
Punica granatum,Americas,1905
Puntigrus tetrazona,Americas,1971
Puntius titteya,Americas,1967
Pycnonotus cafer,Asia and the Pacific,1900
Pycnonotus jocosus,Africa,1880
Pycnonotus jocosus,Asia and the Pacific,1985
Pycnonotus sinensis,Asia and the Pacific,1976
Pygocentrus nattereri,Asia and the Pacific,1990
Pyracantha angustifolia,Africa,1919
Pyracantha angustifolia,Americas,1942
Pyracantha angustifolia,Asia and the Pacific,1954
Pyracantha coccinea,Americas,1996
Pyracantha coccinea,Europe and Central Asia,2002
Pyracantha crenulata,Africa,1918
Pyracantha fortuneana,Asia and the Pacific,1984
Pyracantha koidzumii,Americas,1963
Pyromaia tuberculata,Asia and the Pacific,1960
Pyrus communis,Americas,1901
Quadrastichus erythrinae,Africa,2004
Quadrastichus erythrinae,Asia and the Pacific,2003
Quercus cerris,Europe and Central Asia,1844
Quercus ilex,Europe and Central Asia,1862
Quercus robur,Africa,1656
Quercus robur,Americas,1957
Quercus rubra,Europe and Central Asia,1799
Raffaelea lauricola,Americas,2002
Rangia cuneata,Europe and Central Asia,1991
Ranunculus acris,Americas,1821
Ranunculus acris,Asia and the Pacific,1871
Ranunculus arvensis,Americas,1915
Ranunculus bulbosus,Americas,1919
Ranunculus muricatus,Americas,1845
Ranunculus muricatus,Asia and the Pacific,1980
Ranunculus parviflorus,Americas,1945
Ranunculus psilostachys,Europe and Central Asia,1961
Ranunculus repens,Americas,1743
Ranunculus sardous,Americas,1902
Ranunculus sceleratus,Americas,1969
Raoiella indica,Americas,2005
Rapana venosa,Americas,1998
Rapana venosa,Europe and Central Asia,1946
Raphanus raphanistrum,Americas,1882
Raphanus sativus,Americas,1846
Rapistrum rugosum,Americas,1922
Rathkea octopunctata,Europe and Central Asia,1959
Rattus exulans,Asia and the Pacific,-1500
Rattus norvegicus,Africa,1995
Rattus norvegicus,Americas,1536
Rattus norvegicus,Asia and the Pacific,1769
Rattus norvegicus,Europe and Central Asia,1700
Rattus rattus,Africa,1500
Rattus rattus,Americas,1607
Rattus rattus,Asia and the Pacific,1792
Rattus rattus,Europe and Central Asia,700
Reseda alba,Americas,1890
Reseda lutea,Asia and the Pacific,1974
Reynoutria bohemica,Americas,1957
Reynoutria bohemica,Europe and Central Asia,1901
Reynoutria japonica,Americas,1901
Reynoutria japonica,Asia and the Pacific,1932
Reynoutria japonica,Europe and Central Asia,1849
Reynoutria sachalinensis,Americas,1928
Reynoutria sachalinensis,Asia and the Pacific,1935
Reynoutria sachalinensis,Europe and Central Asia,1869
Rhagoletis cingulata,Europe and Central Asia,2001
Rhamnus alaternus,Asia and the Pacific,1940
Rhamnus cathartica,Americas,1838
Rhaphiolepis loquata,Asia and the Pacific,1956
Rhaponticum repens,Americas,1914
Rhinella marina,Africa,1937
Rhinella marina,Americas,1833
Rhinella marina,Asia and the Pacific,1934
Rhinocyllus conicus,Americas,1969
Rhithropanopeus harrisii,Europe and Central Asia,1874
Rhodeus ocellatus,Asia and the Pacific,1942
Rhododendron ponticum,Asia and the Pacific,1951
Rhododendron ponticum,Europe and Central Asia,1800
Rhopilema nomadica,Africa,1976
Rhopilema nomadica,Europe and Central Asia,1995
Rhus typhina,Europe and Central Asia,1900
Rhyacionia buoliana,Americas,1914
Rhynchophorus ferrugineus,Asia and the Pacific,1975
Ribes rubrum,Europe and Central Asia,1890
Ribes sanguineum,Asia and the Pacific,1903
Ribes uva-crispa,Americas,1940
Ribes uva-crispa,Asia and the Pacific,1871
Ribes uva-crispa,Europe and Central Asia,1777
Richardia brasiliensis,Africa,1919
Richardia brasiliensis,Americas,1994
Richardia scabra,Africa,1944
Richardia scabra,Asia and the Pacific,1932
Ricinus communis,Africa,800
Ricinus communis,Americas,1851
Ricinus communis,Asia and the Pacific,65
Ricinus communis,Europe and Central Asia,1800
Rimapenaeus similis,Africa,2006
Rivina humilis,Africa,1944
Robinia hispida,Americas,1956
Robinia pseudoacacia,Africa,1858
Robinia pseudoacacia,Americas,1884
Robinia pseudoacacia,Asia and the Pacific,20
Robinia pseudoacacia,Europe and Central Asia,1662
Roldana petasitis,Asia and the Pacific,1952
Ropalidia marginata,Asia and the Pacific,1981
Rorippa anceps,Europe and Central Asia,1905
Rorippa austriaca,Americas,1910
Rorippa sylvestris,Americas,1822
Rosa canina,Americas,1806
Rosa laevigata,Americas,1783
Rosa multiflora,Americas,1924
Rosa rubiginosa,Africa,1937
Rosa rubiginosa,Americas,1910
Rosa rubiginosa,Asia and the Pacific,1867
Rosa rugosa,Americas,1988
Rosa rugosa,Europe and Central Asia,1825
Rosa spinosissima,Americas,1960
Rotala rotundifolia,Americas,2001
Rottboellia cochinchinensis,Americas,1927
Roystonea oleracea,Americas,1930
Rubus armeniacus,Americas,1922
Rubus armeniacus,Europe and Central Asia,1915
Rubus bifrons,Americas,1910
Rubus cuneifolius,Africa,1898
Rubus flagellaris,Africa,1981
Rubus fruticosus,Africa,1858
Rubus fruticosus,Asia and the Pacific,1867
Rubus idaeus,Asia and the Pacific,1869
Rubus laciniatus,Americas,1900
Rubus macrophyllus,Americas,1925
Rubus niveus,Africa,1961
Rubus phoenicolasius,Americas,1940
Rubus phoenicolasius,Asia and the Pacific,1922
Rubus spectabilis,Europe and Central Asia,1931
Rubus ulmifolius,Americas,1859
Rubus vestitus,Americas,1922
Rudbeckia laciniata,Europe and Central Asia,1800
Rudbeckia laciniata laciniata,Asia and the Pacific,19
Ruditapes philippinarum,Americas,1936
Ruditapes philippinarum,Europe and Central Asia,1973
Rumex acetosella,Americas,1016
Rumex acetosella,Asia and the Pacific,1897
Rumex alpinus,Europe and Central Asia,1819
Rumex confertus,Europe and Central Asia,1920
Rumex crispus,Americas,1743
Rumex hypogaeus,Asia and the Pacific,1882
Rumex longifolius,Americas,2009
Rumex longifolius,Europe and Central Asia,1961
Rumex obtusifolius,Americas,1813
Rumex obtusifolius,Asia and the Pacific,1909
Rumex patientia,Europe and Central Asia,1856
Rumex sagittatus,Asia and the Pacific,1934
Rumex stenophyllus,Americas,1921
Rumina decollata,Asia and the Pacific,1988
Rusa timorensis,Asia and the Pacific,-4000
Rusa unicolor,Asia and the Pacific,1860
Rutilus rutilus,Europe and Central Asia,1889
Rytidosperma biannulare,Americas,1945
Rytidosperma caespitosum,Americas,1992
Rytidosperma penicillatum,Americas,1938
Saccharum ravennae,Americas,1915
Sagina procumbens,Americas,1918
Sagittaria latifolia,Europe and Central Asia,1941
Sagittaria montevidensis,Asia and the Pacific,1996
Sagittaria platyphylla,Asia and the Pacific,1959
Sagra femorata,Asia and the Pacific,2009
Salix babylonica,Africa,1689
Salix babylonica,Americas,1898
Salix babylonica,Asia and the Pacific,1843
Salix caprea,Americas,1876
Salix caprea,Asia and the Pacific,1888
Salix cinerea,Americas,1917
Salix cinerea,Asia and the Pacific,1914
Salix fragilis,Africa,1914
Salix fragilis,Americas,1834
Salix fragilis,Asia and the Pacific,1843
Salix fragilis,Europe and Central Asia,1834
Salix humboldtiana,Asia and the Pacific,1969
Salix mollissima,Europe and Central Asia,1857
Salix myricoides,Asia and the Pacific,2004
Salix nigra,Asia and the Pacific,1896
Salix pendulina,Americas,1922
Salix pendulina,Asia and the Pacific,1967
Salix pentandra,Americas,1897
Salix purpurea,Americas,1848
Salix purpurea,Asia and the Pacific,1845
Salix sepulcralis,Americas,1922
Salix triandra,Asia and the Pacific,1888
Salix viminalis,Americas,1877
Salix viminalis,Asia and the Pacific,1843
Salix viminalis,Europe and Central Asia,1857
Salpichroa origanifolia,Americas,1913
Salpichroa origanifolia,Asia and the Pacific,1940
Salpichroa origanifolia,Europe and Central Asia,1927
Salsola soda,Americas,1950
Salvator merianae,Americas,1951
Salvelinus fontinalis,Americas,1904
Salvelinus fontinalis,Asia and the Pacific,1901
Salvelinus fontinalis,Europe and Central Asia,1868
Salvelinus namaycush,Europe and Central Asia,1899
Salvia aethiopis,Americas,1892
Salvia glutinosa,Americas,1969
Salvia pratensis,Americas,1976
Salvia reflexa,Europe and Central Asia,1962
Salvia sclarea,Americas,1892
Salvinia minima,Americas,1928
Salvinia molesta,Africa,1952
Salvinia molesta,Americas,1992
Salvinia molesta,Asia and the Pacific,1950
Sambucus nigra,Asia and the Pacific,1867
Sambucus nigra,Europe and Central Asia,1777
Sambucus racemosa,Europe and Central Asia,1750
Sander lucioperca,Americas,1970
Sander lucioperca,Europe and Central Asia,1878
Sansevieria hyacinthoides,Americas,1800
Saponaria officinalis,Americas,1871
Saponaria officinalis,Europe and Central Asia,1777
Sargassum muticum,Americas,1973
Sargassum muticum,Europe and Central Asia,1920
Sarracenia purpurea,Europe and Central Asia,1906
Sasa palmata,Europe and Central Asia,1964
Sasaella ramosa,Europe and Central Asia,1983
Saurida undosquamis,Europe and Central Asia,1952
Scardinius erythrophthalmus,Americas,1700
Scardinius erythrophthalmus,Europe and Central Asia,1910
Sceliphron caementarium,Europe and Central Asia,1992
Schinus molle,Africa,1883
Schinus molle,Americas,1852
Schinus terebinthifolia,Africa,1926
Schinus terebinthifolia,Americas,1891
Schismus arabicus,Americas,1935
Schismus barbatus,Americas,1929
Schizolobium parahyba,Americas,1972
Schizoporella errata,Africa,1977
Schizoporella japonica,Europe and Central Asia,2010
Schizoporella unicornis,Europe and Central Asia,2000
Schkuhria pinnata,Africa,1918
Schoenoplectus californicus,Asia and the Pacific,1990
Scilla bifolia,Europe and Central Asia,1961
Scilla forbesii,Europe and Central Asia,1963
Scilla luciliae,Europe and Central Asia,1963
Scilla sardensis,Europe and Central Asia,1967
Scilla siberica,Europe and Central Asia,1884
Scirtothrips perseae,Americas,1996
Sciurus carolinensis,Europe and Central Asia,1876
Sciurus granatensis,Americas,1940
Scolymus hispanicus,Americas,1894
Scolytus multistriatus,Americas,1944
Scolytus schevyrewi,Americas,1994
Scoparia dulcis,Asia and the Pacific,1800
Secale cereale,Americas,1898
Sedum acre,Asia and the Pacific,1903
Sedum hispanicum,Europe and Central Asia,1898
Sedum sexangulare,Europe and Central Asia,1930
Semimytilus patagonicus,Africa,2009
Sempervivum globiferum,Europe and Central Asia,1840
Senecio angulatus,Asia and the Pacific,1940
Senecio glastifolius,Asia and the Pacific,1963
Senecio inaequidens,Americas,1990
Senecio inaequidens,Europe and Central Asia,1876
Senecio jacobaea,Asia and the Pacific,1892
Senecio madagascariensis,Americas,1940
Senecio madagascariensis,Asia and the Pacific,1918
Senecio mikanioides,Asia and the Pacific,1869
Senecio sarracenicus,Europe and Central Asia,1720
Senecio skirrhodon,Asia and the Pacific,1914
Senecio sylvaticus,Americas,1887
Senecio vernalis,Europe and Central Asia,1830
Senecio viscosus,Americas,1897
Senecio viscosus,Europe and Central Asia,1813
Senecio vulgaris,Americas,1847
Senecio vulgaris,Asia and the Pacific,1887
Senecio vulgaris,Europe and Central Asia,1945
Senna bicapsularis,Africa,1858
Senna corymbosa,Africa,1858
Senna didymobotrya,Africa,1909
Senna hirsuta,Africa,1875
Senna multiglandulosa,Africa,1898
Senna occidentalis,Africa,1858
Senna occidentalis,Asia and the Pacific,1500
Senna pendula,Africa,1933
Senna septemtrionalis,Africa,1909
Senna septemtrionalis,Asia and the Pacific,1956
Senna siamea,Americas,1981
Senna tora,Asia and the Pacific,1910
Sericinus montela,Asia and the Pacific,1978
Seriola fasciata,Africa,1998
Sesbania cannabina,Asia and the Pacific,1910
Sesbania herbacea,Asia and the Pacific,1910
Sesbania punicea,Africa,1858
Sesbania punicea,Americas,1934
Setaria faberi,Americas,1947
Setaria faberi,Europe and Central Asia,1961
Setaria helvola,Americas,1888
Setaria helvola,Europe and Central Asia,1899
Setaria italica,Americas,1883
Setaria palmifolia,Asia and the Pacific,1974
Setaria verticillata,Americas,1891
Setaria verticillata,Europe and Central Asia,1799
Setaria viridis,Americas,1876
Shablogammarus subnudus,Europe and Central Asia,1981
Sherardia arvensis,Americas,1893
Sicyos angulatus,Asia and the Pacific,1952
Sicyos angulatus,Europe and Central Asia,1701
Sieruela rutidosperma,Asia and the Pacific,1958
Siganus luridus,Africa,1969
Siganus luridus,Europe and Central Asia,1955
Siganus rivulatus,Africa,1971
Siganus rivulatus,Europe and Central Asia,1925
Silene dioica,Americas,1837
Silene flos-cuculi,Americas,1886
Silene gallica,Americas,1800
Silene latifolia,Americas,1875
Silene noctiflora,Americas,1902
Silene vulgaris,Americas,1813
Sillago sihama,Europe and Central Asia,1977
Silurus glanis,Africa,1990
Silurus glanis,Asia and the Pacific,1990
Silurus glanis,Europe and Central Asia,1853
Silybum marianum,Americas,1862
Silybum marianum,Asia and the Pacific,1868
Sinanodonta woodiana,Europe and Central Asia,1962
Sinapis alba,Americas,1890
Sinapis arvensis,Americas,1893
Singhiella simplex,Americas,2007
Sinomalus sieboldii,Americas,2003
Sinosuthora webbiana,Europe and Central Asia,2007
Siphateles bicolor,Americas,1955
Sirex noctilio,Americas,2001
Sisymbrium altissimum,Americas,1886
Sisymbrium altissimum,Europe and Central Asia,1840
Sisymbrium irio,Americas,1915
Sisymbrium loeselii,Americas,2002
Sisymbrium loeselii,Europe and Central Asia,1819
Sisymbrium officinale,Americas,1862
Sisymbrium orientale,Americas,1930
Sisymbrium volgense,Europe and Central Asia,1894
Sisyrinchium montanum,Europe and Central Asia,1946
Sitophilus granarius,Asia and the Pacific,1954
Sixalix atropurpurea,Americas,1894
Smyrnium olusatrum,Europe and Central Asia,1562
Solanum aculeatissimum,Asia and the Pacific,19
Solanum angustifolium,Asia and the Pacific,1895
Solanum angustifolium,Europe and Central Asia,1918
Solanum aviculare,Americas,1902
Solanum capsicoides,Asia and the Pacific,1895
Solanum carolinense,Asia and the Pacific,1872
Solanum dulcamara,Americas,1813
Solanum dulcamara,Asia and the Pacific,1924
Solanum elaeagnifolium,Africa,1951
Solanum elaeagnifolium,Asia and the Pacific,1906
Solanum elaeagnifolium,Europe and Central Asia,1946
Solanum erianthum,Asia and the Pacific,1857
Solanum laxum,Asia and the Pacific,1953
Solanum linnaeanum,Asia and the Pacific,1882
Solanum linnaeanum,Europe and Central Asia,1704
Solanum marginatum,Americas,1865
Solanum marginatum,Asia and the Pacific,1882
Solanum mauritianum,Africa,1862
Solanum mauritianum,Asia and the Pacific,1882
Solanum nigrum,Americas,1850
Solanum physalifolium,Americas,1887
Solanum pseudocapsicum,Asia and the Pacific,1934
Solanum seaforthianum,Africa,1902
Solanum sisymbriifolium,Africa,1906
Solanum sisymbriifolium,Europe and Central Asia,1904
Solanum torvum,Asia and the Pacific,1827
Solanum viarum,Americas,1987
Solenopsis geminata,Asia and the Pacific,1887
Solenopsis invicta,Americas,1998
Solenopsis invicta,Asia and the Pacific,2003
Solidago altissima,Asia and the Pacific,1900
Solidago canadensis,Asia and the Pacific,1935
Solidago canadensis,Europe and Central Asia,1648
Solidago gigantea,Asia and the Pacific,1892
Solidago gigantea,Europe and Central Asia,1737
Soliva anthemifolia,Asia and the Pacific,1912
Soliva sessilis,Americas,1866
Sonchus arvensis,Americas,1672
Sonchus asper,Americas,1881
Sonchus oleraceus,Africa,1917
Sonchus oleraceus,Americas,1875
Sonchus oleraceus,Asia and the Pacific,1832
Sonchus palustris,Americas,1993
Sorbaria sorbifolia,Europe and Central Asia,1805
Sorbaria tomentosa,Asia and the Pacific,1920
Sorbus aucuparia,Americas,1792
Sorbus aucuparia,Asia and the Pacific,1903
Sorbus mougeotii,Europe and Central Asia,1917
Sorghum bicolor,Americas,1908
Sorghum halepense,Africa,1894
Sorghum halepense,Americas,1919
Sorghum halepense,Asia and the Pacific,20
Sorghum halepense,Europe and Central Asia,1880
Spartium junceum,Africa,1858
Spartium junceum,Americas,1909
Spathodea campanulata,Americas,1974
Spathodea campanulata,Asia and the Pacific,1911
Spergula arvensis,Americas,1877
Spergularia rubra,Americas,1818
Spermacoce alata,Asia and the Pacific,1937
Sphaerium corneum,Americas,1900
Sphaeroma quoianum,Asia and the Pacific,1892
Sphaeroma terebrans,Americas,1881
Sphaeroma walkeri,Asia and the Pacific,1928
Sphaerophysa salsula,Americas,1929
Sphaeropteris cooperi,Africa,1978
Sphaeropteris cooperi,Americas,1919
Sphaeropteris cooperi,Asia and the Pacific,1994
Sphagneticola trilobata,Africa,1979
Sphagneticola trilobata,Asia and the Pacific,1972
Sphyraena chrysotaenia,Europe and Central Asia,1931
Spilopelia chinensis,Americas,1917
Spilopelia senegalensis,Europe and Central Asia,1850
Spiraea billardii,Europe and Central Asia,1880
Spiraea douglasii,Europe and Central Asia,1910
Spiraea japonica,Asia and the Pacific,1952
Spiraea japonica,Europe and Central Asia,1839
Spiraea macrothyrsa,Europe and Central Asia,1964
Spiraea rosalba,Europe and Central Asia,1850
Spiraea salicifolia,Europe and Central Asia,1700
Spirorbis marioni,Europe and Central Asia,1987
Sporobolus alterniflorus,Asia and the Pacific,1979
Sporobolus alterniflorus,Europe and Central Asia,1806
Sporobolus anglicus,Americas,1961
Sporobolus anglicus,Asia and the Pacific,1959
Sporobolus anglicus,Europe and Central Asia,1894
Sporobolus montevidensis,Americas,1924
Sporobolus montevidensis,Europe and Central Asia,1953
Sporobolus neglectus,Europe and Central Asia,1980
Sporobolus pumilus,Europe and Central Asia,1999
Sporobolus townsendii,Asia and the Pacific,1923
Sporobolus vaginiflorus,Europe and Central Asia,1953
Squalius cephalus,Europe and Central Asia,2004
Stachys byzantina,Europe and Central Asia,1917
Stachytarpheta jamaicensis,Asia and the Pacific,19
Stelidota geminata,Europe and Central Asia,1900
Stellaria graminea,Americas,1672
Stellaria media,Americas,1672
Stellaria pallida,Asia and the Pacific,1949
Stenogammarus carausui,Europe and Central Asia,1977
Stenotaphrum secundatum,Asia and the Pacific,1871
Stenotaphrum secundatum,Europe and Central Asia,1935
Stephanitis takeyai,Europe and Central Asia,1994
Stephanolepis diaspros,Europe and Central Asia,1948
Stictocephala bisonia,Europe and Central Asia,1960
Stipa brachychaeta,Americas,1950
Streblospio gynobranchiata,Europe and Central Asia,2002
Streptopelia decaocto,Americas,1973
Streptopelia roseogrisea,Americas,2002
Strigosella africana,Americas,1983
Strophosoma melanogrammum,Americas,1888
Sturnus vulgaris,Americas,1890
Sturnus vulgaris,Asia and the Pacific,1856
Styela clava,Americas,1997
Styela clava,Asia and the Pacific,1932
Styela clava,Europe and Central Asia,1953
Styela plicata,Americas,1883
Styela plicata,Asia and the Pacific,1966
Styela plicata,Europe and Central Asia,2017
Suncus murinus,Africa,1760
Sus scrofa,Africa,1598
Sus scrofa,Americas,1490
Sus scrofa,Asia and the Pacific,1770
Sus scrofa,Europe and Central Asia,1869
Sylvilagus floridanus,Europe and Central Asia,1966
Symphoricarpos albus,Europe and Central Asia,1863
Symphoricarpos chenaultii,Europe and Central Asia,1973
Symphyotrichum lanceolatum,Europe and Central Asia,1760
Symphyotrichum novi-belgii,Europe and Central Asia,1700
Symphyotrichum salignum,Europe and Central Asia,1872
Symphyotrichum subulatum,Europe and Central Asia,1908
Symphytum asperum,Americas,1930
Symphytum asperum,Europe and Central Asia,1750
Symphytum officinale,Americas,1672
Symphytum officinale,Europe and Central Asia,1792
Symphytum uplandicum,Europe and Central Asia,1703
Synaptula reciprocans,Europe and Central Asia,1995
Synchytrium endobioticum,Europe and Central Asia,1948
Synedrella nodiflora,Asia and the Pacific,1912
Syringa vulgaris,Americas,1876
Syringa vulgaris,Europe and Central Asia,1605
Syzygium cumini,Africa,1917
Syzygium cumini,Americas,1998
Syzygium jambos,Americas,1762
Syzygium paniculatum,Africa,1858
Syzygium smithii,Asia and the Pacific,1967
Taeniatherum caput-medusae,Americas,1884
Taeniothrips inconsequens,Americas,1915
Tagetes minuta,Africa,1917
Tagetes minuta,Asia and the Pacific,2005
Talinum paniculatum,Asia and the Pacific,1476
Tamarix africana,Americas,1908
Tamarix aphylla,Americas,1919
Tamarix aphylla,Asia and the Pacific,1948
Tamarix chinensis,Africa,1858
